Locus	Assay	Chrom	Genetic Position	Contig	Yacs
	MHAa67c12.seq				125_H_4 140_F_11 156_D_6 200_A_5 223_A_1 360_C_1 360_D_1
	21.MMHAP38FLG3.seq				223_A_10 304_B_8
	MHAa70h8.seq				118_A_10 172_D_11 180_G_2 312_F_3 321_E_3 380_G_7 389_A_8 405_F_1
	X74938				183_B_6 281_C_9 362_C_7 464_H_1 87_A_3
	mHAa23e12.seq				120_E_9 292_G_4
	09.MMHAP38FLC3.seq				113_H_11 164_B_10 308_G_2 392_G_5
	MHAa85d10.seq				138_E_4
	37.MMHAP59FLE4.seq				381_C_11 464_D_1
	28.MMHAP7FRB10.seq				388_F_1 412_H_11 430_H_11
	L28059				405_C_3
	26.E1_9_6_95.seq				162_A_6 171_B_6 256_C_2 303_G_9 320_G_7 435_F_1 442_F_8
	32.MMHAP23FRC11.seq				141_A_12 151_C_12 286_C_12 395_F_5 434_D_7 451_B_8
	34.mHAa3f10.seq				134_H_6 183_F_5 406_E_3 415_D_8 443_H_9 450_H_11 452_A_6 460_F_8
	20.MMHAP75FRG8.seq				212_H_11 324_A_6 460_E_10
	MTH3116				124_C_3 151_B_7 156_E_7 391_A_9-f 463_A_7 464_D_12
	42.MHAa58d6.seq				183_C_1 361_H_4 391_A_9-f 395_H_6 403_E_10 411_G_1
	37.MMHAP70FRE10.seq				134_B_11 213_B_4 213_C_2 305_G_9 313_D_3 325_B_9 462_D_12 462_E_12
	Sample_05.Seq				110_D_2 198_G_2 286_H_3 350_C_1 405_F_1 415_H_4
	43.MMHAP37FRG10.seq				450_E_2
	18.MHAa22T.seq				279_E_5 391_A_6 435_F_3 458_F_2
	04.MMHAP80FLB1.seq				113_F_10 288_D_9 288_F_10 410_F_10 426_F_6
	43.G1_8_30_95a79B.seq				123_B_9 402_C_2 450_E_11
	U18366				342_G_3
	MHAa38e11.seq				125_H_1 129_G_10 151_H_3 256_C_7
	16.MMHAP5FLF1.seq				218_B_3 282_E_6 292_A_10 380_A_3 402_D_10
	43.MMHAP97FLG4.seq				127_C_4 151_B_7 440_E_8
	MHAa97g7.seq				125_E_1 150_H_1 274_H_6 330_E_4 330_H_7 382_A_2
	X77241				133_A_4 184_B_10 184_G_11 317_C_5 319_C_4 319_D_2 386_F_3
	20.MMHAP14FLG2.seq				290_B_6
	Y00848				184_D_10 341_B_3 461_B_5
	29.MMHAP87FLB5.seq				138_C_11 165_E_11 167_A_9 281_D_2 346_G_7 403_H_3 418_F_5 421_G_2 458_D_12 461_D_4
	R75193				137_A_7
	R74626				152_F_7
	33.MMHAP47FLC6.seq				181_E_9 328_E_6 349_H_11 425_B_7
	21.MMHAP46FRG9.seq				110_A_5 125_B_4 150_C_10 215_D_2 215_G_2 217_D_10 274_F_3 307_E_6 323_G_3 323_G_4 384_H_12 386_H_1 398_F_8
	40.MMHAP8FRF10.seq				136_C_6 188_A_11 321_F_10 321_H_8 343_C_9 343_D_8
	07.MMHAP90FRC7.seq				153_B_4 185_D_10 188_C_2 211_C_4 359_G_9 393_D_4 457_D_9
	42.MMHAP68FLF6.seq				319_F_5 319_F_6 381_F_9 416_C_6 439_E_3 454_G_4
	38.MHAa96d2.seq				152_B_5 285_H_9 328_E_10 356_F_1 457_E_7 457_H_1
	16.MMHAP28FRF7.seq				166_B_7 213_G_12 406_C_4
	19.MMHAP16FLG1.seq				162_E_7 164_A_3 255_F_5 387_F_1 388_C_4 409_C_1 455_D_10
	23.MHAa98f11.seq				414_B_8
	36.mHAa3c12.seq				140_H_2 346_C_7 361_B_7 382_G_3 395_H_8
	23.MHAa64f11.seq				168_F_6 240_A_5 328_F_11 351_B_12 464_H_8
	45.E1_9_6_95.seq				116_B_4 119_H_11 120_E_6 163_H_1 185_G_5 240_D_2 281_D_3 302_H_4 375_D_1 377_G_2 410_B_6 457_F_6
	Results_ER_9_5_95_34.seq				127_A_7 129_F_2 287_F_10 292_G_4
	13.MMHAP10FE1.seq				115_D_11 137_E_10 240_C_9 240_F_9 341_C_12 432_E_12 455_D_4
	U05252				147_D_12 214_D_12 386_D_8
	24.MMHAP70FRH9.seq				126_A_9 217_C_7 217_C_8 321_C_3 420_D_11
	39.MMHAP58FLE6.seq				158_E_12 296_E_6 422_A_3 455_D_6 460_E_10
	11.MMHAP88FRD8.seq				167_H_6
	MHAa32e5.seq				134_H_4 137_E_10 148_H_6 218_H_9 312_C_7 465_B_7
	M12839				133_G_9 136_G_1 149_F_7 199_A_3 217_A_4 217_C_12 218_A_3 218_G_4 281_G_9 289_G_10 289_H_8 462_G_3
	07.MMHAP15FRC7.seq				122_E_4 408_C_7 87_H_6
	40.MMHAP69FLF4.seq				127_E_9 156_A_6 212_F_1 325_B_7 335_D_1 335_H_3
	MHAa67d8.seq				317_C_4 317_C_5 415_G_3 421_G_7 460_G_10
	08.MMHAP70FLC2.seq				127_D_8 156_D_7 285_F_12 351_G_10 393_D_6 403_H_12 458_H_11
	36.MMHAP86FRD12.seq				122_D_10 421_H_12 435_F_2
	MDB1012				139_D_9 158_F_4 184_D_8 329_C_2 330_A_8
	23.MMHAP47FLH2.seq				144_A_8 170_C_10 311_C_9 356_C_12 375_C_12
	05.MMHAP97FRB8.seq				119_E_8 344_E_3 406_H_1 425_E_10 429_E_2 457_F_5
	28.MMHAP5FLB4.seq				200_G_7 217_B_11 287_C_3 362_H_4 397_B_8
	M19807				127_D_11 322_G_2 406_F_12 448_B_11
	07.MMHAP37FLC1.seq				299_H_3 309_H_4 376_F_6
	22.MMHAP80FLH1.seq				110_B_7 117_G_1 150_H_8 212_B_2
	24.MMHAP29FLH3.seq				310_F_4 380_C_4 430_H_8
	42.MMHAP35FRF12.seq				277_B_12
	03.MMHAP12FRA9.seq				136_A_8 136_B_8 223_E_6 223_G_6 255_G_2 281_D_2 287_F_2 397_B_4-f 458_H_6
	44.MMHAP5FRG11.seq				349_D_9 464_G_9 87_G_2
	D19435				316_A_7 321_D_1 423_C_5 428_C_5
	42.MMHAP64FLF6.seq				321_F_4 361_B_3 384_B_3 418_C_12
	24.MMHAP62FLH3.seq				127_H_7 317_C_4 317_C_5 320_G_7 380_C_2 391_A_3 415_G_3 417_H_3-f
	D19349				137_H_11 181_H_11 188_D_6 409_C_3 434_A_5
	MHAa54f11.seq				140_B_11 141_H_9 180_E_4 321_G_4 352_C_4 420_A_11-f
	Y00769				350_G_1 454_D_5
	28.MMHAP25FLB4.seq				171_B_2 319_G_12 345_D_12 464_E_5
	05.MMHAP24FRB8.seq				136_C_8 144_A_9 388_C_9
	MHAa87f2.seq				117_C_9 133_A_9 138_C_5 223_A_4 223_H_10 350_B_12 390_D_1 418_G_10 439_E_1
	38.MHAa98h2.seq				144_B_5 286_B_9 286_H_1 306_G_1 420_D_8 436_E_2 448_A_8
	M12279				116_G_2 304_E_9 349_D_6 415_A_1
	31.MMHAP61FRC10.seq				159_F_1 359_C_6
	33.MMHAP6FLC6.seq				149_H_1 183_H_8
	M63707				313_E_11 360_B_2 360_C_11 459_H_12
	16.MMHAP7FLF1.seq				169_F_7 183_G_7 453_G_1 455_B_7 461_D_8
	47.MMHAP94FLH5.seq				167_A_4 172_G_3 183_D_11 277_E_3 362_B_2 386_E_3 386_F_7 398_F_8 405_F_9 416_F_1 454_D_7 457_D_10 460_H_6
	36.MMHAP15FLD6.seq				162_H_12 167_G_11 296_A_8 431_A_1
	09.MMHAP29FRC9.seq				427_D_3 87_G_10
	MHAa70e9.seq				301_B_6 301_B_7 301_C_2 392_C_6 397_C_12 415_A_4
	31.MMHAP67FLC4.seq				144_F_3 296_A_3 305_C_4 345_D_8 345_E_5 346_F_3 360_D_5 405_G_8 457_B_8
	23.MMHAP63FLH2.seq				118_E_2 184_G_10 445_E_5
	MHAa47h4.seq				360_A_5
	26.MMHAP38FLA5.seq				129_H_1 149_D_8 156_B_3 301_A_11 349_A_5 398_C_9
	MT4580				160_H_11 162_C_7 304_F_8
	37.MMHAP4FRE10.seq				331_B_8 444_F_3
	MHAa29d7.seq				117_C_1 179_F_1 180_E_7 324_E_6 375_E_6 387_D_12 410_B_7 419_F_3 438_A_7
	08.MMHAP91FLC2.seq				140_E_10 410_C_12
	43.MMHAP14FLG4.seq				168_A_7 168_A_8 180_F_5 211_C_6 434_G_4-f 464_C_11
	X60304				164_C_3 185_H_1 198_B_7 224_F_4 426_E_8 438_A_5-f
	13.MMHAP17FE1.seq				330_E_7 388_F_8
	15.MMHAP85FLE3.seq				121_G_1 421_G_7
	27.MMHAP72FLA6.seq				177_D_11
	24.MHAa42f12.seq				163_F_3 169_D_6 425_A_9 440_H_2 456_D_1-f 458_E_7
	MHAa97e3.seq				185_E_8 391_B_5 450_F_1 465_C_2
	MHAa83d6.seq				168_B_8
	27.MMHAP75FLA6.seq				149_G_4 171_A_8 179_E_9 218_F_11 452_E_11
	MHAa29d4.seq				128_E_11 211_C_10 382_G_12 440_B_12
	29.MMHAP36FRB11.seq				361_D_12
	MDB0851				129_F_11 377_G_2 414_F_3 464_D_9
	41.MMHAP64FLF5.seq				139_F_6
	46.MMHAP25FLH4.seq				218_H_12 452_G_8
	M80632				305_G_8
	28.MMHAP22FRB10.seq				120_B_12 419_D_12
	MHAa54h12.seq				133_H_5 166_F_9 169_G_5 199_E_11 281_A_10 456_F_9
	26.MMHAP62FLA5.seq				164_C_3 168_G_12 198_B_7 224_F_4 306_F_5 306_G_6 385_F_7 438_A_5 463_H_7
	36.MMHAP11FLD6.seq				125_F_9 168_H_1 198_H_6 306_G_4 357_E_1
	MHAa85d9.seq				184_D_6 320_H_9 322_C_10 403_A_5
	mHAa31e9.seq				184_H_7 274_H_1 406_B_4
	02.MMHAP58FRA8.seq				304_A_4
	16.MMHAP52FLF1.seq				188_D_4 344_F_7 390_A_4
	43.MMHAP5FRG10.seq				120_F_12 161_H_3
	42.MMHAP6FLF6.seq				128_C_5 187_H_3
	32.MMHAP59FRC11.seq				113_A_8 141_D_3 390_F_11 418_G_1
	32.MMHAP25FLC5.seq				358_A_4
	42.MMHAP86FRF12.seq				171_D_8 188_E_9 297_C_6 324_A_11 358_D_10 388_B_2 406_F_10 434_D_5 437_D_6
	11.MMHAP37FLD2.seq				134_D_1 134_H_4 137_E_10 167_E_6 218_H_9 312_C_7 325_G_1 431_A_7 465_B_7
	19.MMHAP56FRG7.seq				117_E_6 161_D_2 311_D_4 334_H_2 361_B_12 382_G_5 402_A_7 408_A_11 408_F_5 421_A_2 421_B_2 434_D_4 451_A_9 463_H_11
	MHAa30g4.seq				131_G_11 156_H_9 215_C_3 313_H_11 426_A_4 439_C_8 88_D_3
	06.MMHAP25FLB3.seq				181_D_10 447_H_4 449_E_11
	L11455				307_C_7 402_H_9
	05.MHAa58a5.seq				458_A_12
	12.MMHAP18FRD9.seq				153_C_11 181_B_1 433_C_2
	MHAa81h4.seq				132_C_4 183_E_3 415_D_8 443_H_9 450_H_11 452_A_6 460_F_8 460_G_10
	MHAa47h2.seq				115_E_11 115_E_12 129_D_7 306_E_8
	08.MMHAP12FLC2.seq				133_C_2 144_B_7 180_A_12 214_E_10 288_E_1 301_G_2
	21.MMHAP16FRG9.seq				127_D_3 141_H_11 188_H_1 274_D_1 312_F_9 387_H_9 388_C_4 397_G_6 429_F_5 465_E_6
	MHAa53c1.seq				358_B_3
	22.MMHAP20FRH7.seq				290_D_2
	20.MMHAP31FLG2.seq				148_H_6 218_H_9 312_C_7 431_A_7 465_B_7
	33.MMHAP35FRC12.seq				115_C_5 326_H_6 415_C_12 431_A_1 461_E_8 87_D_4
	L22144				151_G_6 279_C_6 279_G_4 380_D_5 388_E_5 391_G_10 393_F_10 87_F_6
	25.MMHAP10FA4.seq				156_E_1
	43.MHAa42h7.seq				148_E_12 193_F_12 457_A_4
	D50263				178_A_12
	D18027				162_A_8 198_B_6
	02.MMHAP53FLA2.seq				132_C_4 159_A_4 255_F_10 273_F_6 361_D_3 379_B_11 386_D_11
	mHAa23f12.seq				152_A_5
	40.MMHAP66FRF10.seq				223_C_10 316_G_1 345_A_7
	42.MHAa75d6.seq				116_D_2 160_E_2 308_E_9 321_C_9 358_E_10 438_E_12 439_G_7
	MHAa83b10.seq				150_H_5 164_B_5 187_A_5 213_E_7 273_G_8 281_H_7 361_C_12 463_C_2
	28.MMHAP83FLB4.seq				117_F_6 308_A_6 341_C_7
	J03074				285_D_8
	33.MHAa79T.seq				115_E_5 133_B_5 160_F_7 360_H_3 434_F_3 458_G_7
	43.MMHAP81FRG10.seq				110_C_2 306_B_11
	R74681				163_H_4 279_E_10 431_D_12 432_A_8
	46.MMHAP9FRH10.seq				172_D_3 346_H_6 395_C_6 457_B_3
	22.MMHAP45FRH7.seq				115_H_2 134_G_1 298_C_4 391_C_4 465_E_8 465_H_2
	X85169				119_C_8 135_C_3 144_F_11 173_D_12 286_B_6 380_E_4 380_F_4 422_C_8 429_A_5
	34.MMHAP26FRD10.seq				115_E_10 115_E_9 183_E_2 183_E_7 185_G_5 211_A_3 461_E_11 461_E_9
	X75285				152_C_7
	MDB0424				185_B_8 438_G_2
	26.MMHAP85FRA11.seq				317_A_4 434_A_11 449_D_9 458_F_2
	27.MMHAP29FRA12.seq				308_D_7 455_B_2
	25.MMHAP87FRA10.seq				127_H_11 166_B_4 344_B_7 406_G_5 441_H_9 445_F_4 458_C_9
	37.MMHAP4FLE4.seq				137_D_6 147_F_11 152_E_5 396_E_5
	U39066				119_E_7 185_D_12 188_B_6 326_A_3 385_D_10 385_F_9 459_D_5
	17.MHAa64f5.seq				110_E_3 425_G_5 427_F_5
	L07803				133_H_5 141_D_8 255_F_6 306_D_4 362_D_10 380_H_4 402_D_6 457_G_2
	Z19543				123_E_10
	29.MHAa42g5.seq				288_D_12 304_C_3 313_E_6 392_B_6 393_A_11
	mHAa317.seq				117_B_6 120_B_8 331_D_9 385_C_10 385_G_2 385_H_2 386_C_10 386_C_12 386_F_3 386_G_2 450_F_12
	L34290				137_H_4 361_C_12 386_F_11 402_F_10
	MHAa34h1.seq				122_A_5 316_A_11 361_C_6
	M68515				133_B_2 286_E_3 332_E_7 332_E_9 405_C_11 427_B_10 435_D_9
	33.MMHAP67FRC12.seq				134_B_1 167_B_6 199_E_1 211_D_2 352_A_12
	18.MMHAP36FLF3.seq				446_A_3 87_E_3
	11.MMHAP67FRD8.seq				169_D_11
	34.MMHAP76FRD10.seq				256_H_6 296_G_5 341_A_8 362_F_11
	X79828				306_A_8 375_E_11 393_H_10 416_G_9
	Results_ER_9_5_95_16.seq				278_G_4 396_C_2 447_E_4
	21.MHAa10f9.seq				115_C_7 120_D_2 152_E_12 311_G_2 390_A_11
	44.MMHAP63FRG11.seq				298_H_10 311_D_2 342_D_5 356_C_12 385_C_10
	46.MMHAP16FRH10.seq				306_A_9
	48.MHAa75d12.seq				126_A_3 126_D_5 150_H_12 185_H_6 256_H_11 282_F_3 379_C_4 390_F_9 406_B_8 421_A_8 433_A_11 461_B_7
	36.MMHAP82FRD12.seq				349_B_9 352_F_9
	MHAa64a10.seq				115_E_7
	15.MMHAP82FLE3.seq				125_D_5 167_G_12 395_H_4 436_B_9
	15.MMHAP54FRE9.seq				125_G_5 433_D_7
	X06368				184_F_5 300_H_4 331_G_5 402_G_8 416_G_8 446_H_10
	09.MMHAP80FRC9.seq				132_E_4 165_A_4 179_F_10 217_C_4 289_E_1 436_G_8 436_H_7 436_H_8 438_A_2 455_C_1
	20.MMHAP33FRG8.seq				188_D_3 199_H_7 390_G_5 402_A_5 410_G_3
	06.MMHAP9FRB9.seq				129_G_10 151_H_3 256_C_7
	08.MMHAP30FLC2.seq				127_F_7 140_B_10 147_E_7 170_E_7 178_E_4 185_G_10 298_D_8 388_F_5 444_E_1 445_F_12
	16.MHAa89f4.seq				132_A_7 408_G_6 436_H_12
	47.MHAa93h11.seq				113_D_6 406_G_3
	X04017				240_E_8
	39.MMHAP38FLE6.seq				153_B_12
	X94151				144_H_12 156_D_11 163_B_10 223_B_4
	16.MMHAP75FRF7.seq				171_A_8 179_E_9 442_D_3 442_E_3 463_A_8
	26.MMHAP96FLA5.seq				137_D_6 183_C_6 199_F_7 458_H_5
	M87321				126_H_10 137_E_6 185_D_6 214_D_1 224_B_11 278_F_3 298_E_2 395_B_4 395_G_2 448_E_6
	D17888				128_E_11 211_C_10
	42.MHAa92h6.seq				134_E_5 162_C_6 415_F_4
	X01684				150_D_4 178_A_5 184_B_10 184_G_11 351_H_7 377_F_9 415_G_3 448_A_10
	R75265				416_E_3 437_D_8 460_C_6 464_G_4
	MHAa31b6.seq				179_E_9 458_A_12
	MHAa82b10.seq				177_D_10 307_A_2 408_E_4
	39.MHAa66d3.seq				133_D_1 184_D_7 187_F_9 305_F_2 349_B_12 382_H_11 410_H_2 420_F_3
	40.MMHAP15FRF10.seq				158_C_2 187_B_1 255_B_9 415_D_12
	35.MMHAP12FRD11.seq				115_A_12 152_F_9 184_C_10 328_D_4 379_H_10 380_G_3 457_A_4
	45.MHAa63d9.seq				139_A_4 152_C_2 169_B_6 179_A_6 382_H_7 388_G_3 405_B_2 438_B_11 441_D_1 442_F_3 458_H_11
	MHAa53a4.seq				438_D_6
	28.MMHAP86FRB10.seq				144_H_8 402_A_5 410_G_3 442_A_8 448_H_4
	17.MMHAP88FLF2.seq				120_E_6 329_B_2 395_B_3 434_F_9
	05.MMHAP81FLB2.seq				136_D_5 178_D_1 240_H_3 240_H_5 287_B_4
	L36938				405_C_3
	MHAa75e12.seq				129_C_9
	U44426				169_D_12 184_D_12 313_E_9 344_F_7 388_A_6 388_B_6 388_C_6 392_B_11 392_C_11 392_D_11 397_D_5 397_E_5 435_H_3
	36.MMHAP84FLD6.seq				382_C_8
	13.MMHAP5FLE1.seq				117_B_1 256_H_2 325_C_6
	U25633				133_B_7 168_F_6 180_F_2 185_A_2 193_B_1 303_C_5 306_G_5 359_H_4 376_A_3 388_H_3
	38.MMHAP72FLE5.seq				137_H_4 199_E_4 445_F_7
	R75505				291_H_3 317_G_12 464_D_1
	36.MMHAP66FRD12.seq				129_G_1
	MHAa74a3.seq				132_B_1 166_C_9 184_C_12 213_D_9 223_E_6 223_G_6 255_E_6 255_G_2 323_E_9 381_A_5 452_G_5 465_B_10
	46.MMHAP36FLH4.seq				402_A_2
	MHAa82b3.seq				132_A_10 133_B_7 150_H_6 166_D_2 180_F_2 185_A_2 193_B_1 359_H_4 387_F_9 388_H_3 431_E_1
	48.MMHAP31FLH6.seq				125_C_2
	MHAa67c9.seq				329_D_3 345_H_1 427_H_3 436_E_5 456_H_2
	MHAa84a1.seq				113_D_8 183_D_4
	22.MMHAP96FLH1.seq				463_H_3
	36.MMHAP81FLD6.seq				289_B_3 289_B_4 448_F_8 459_D_3
	25.MMHAP34FLA4.seq				150_F_4
	N28176				395_F_10 397_A_9
	39.MMHAP81FRE12.seq				117_B_2 119_B_3 199_A_12 212_H_11 217_H_7 362_B_9 377_A_12 433_A_9 462_H_5
	41.MMHAP34FRF11.seq				152_H_8 160_A_6
	15.MMHAP9FRE9.seq				144_A_1 379_E_3 384_B_10 456_F_7
	01.MMHAP61FLA1.seq				172_H_5 178_D_3 188_G_6
	MT2425				144_E_8 147_G_12 167_H_12 168_E_4 181_H_10 281_C_1 358_G_12 433_C_5 448_B_7 463_F_9
	04.MMHAP34FRB7.seq				153_D_11 181_E_11 398_E_11
	M25149				279_F_2 304_B_5
	44.MHAa95d8.seq				151_B_4 183_C_1 281_G_8 331_D_12 384_G_7
	27.MMHAP64FLA6.seq				166_H_7
	L37663				119_B_7
	27.MMHAP5FRA12.seq				148_D_11 168_A_1 168_B_10 458_A_4 459_B_7
	32.MHAa90c8.seq				164_E_10 410_C_5 425_F_2
	45.MMHAP20FRG12.seq				139_E_11
	X87257				283_A_8 416_E_3 422_C_6 429_C_6
	05.MMHAP15FRB8.seq				138_G_11 167_C_2 167_E_4 167_G_11 87_H_6
	05.MMHAP6FRB8.seq				128_E_6 185_G_1 392_D_9 398_H_11 449_F_1 452_F_10
	N28094				134_D_8 135_D_6 166_G_7 282_E_5 282_E_8 290_B_11 305_G_12 306_E_5 312_B_10 317_H_7 322_C_12 322_F_9 344_B_5 351_H_5 461_E_1
	MHAa87e3.seq				113_C_9 147_D_2 273_F_10 281_F_6-f 434_D_5
	19.mHAa3e7.seq				110_D_4 110_G_5 398_C_6 459_F_2
	MHAa54c4.seq				240_E_3 408_H_8
	Results_ER_9_1_95_1_3.seq				163_B_10 198_B_11 296_F_9 384_G_5 388_F_6 396_F_10 396_H_6 398_F_6 406_H_4 408_E_7 431_A_1 437_C_4 439_B_4 439_C_4
	01.MMHAP50FRA7.seq				132_B_8 160_E_8 179_F_3 255_C_1 317_D_1 331_G_4 461_G_6
	34.MMHAP32FLD4.seq				256_F_5
	X87096				140_H_7 212_B_1 415_A_10 443_H_2 448_D_8
	14.MMHAP4FRE8.seq				188_A_3 403_H_8
	04.MMHAP14FLB1.seq				134_F_6 138_G_2 149_E_10 149_G_4 391_C_9 406_G_3 450_F_2
	X74784				124_H_12 141_H_2 460_A_9
	X59556				193_A_1 328_E_2 328_H_6 452_D_9 458_E_6
	L10908				113_F_12 151_B_11 387_F_7 443_F_11
	24.MMHAP7FRH9.seq				167_E_12 302_D_2
	01.MMHAP79FRA7.seq				124_H_1 149_D_2 181_G_9
	X89998				148_G_9 311_F_3
	M74227				121_B_7
	mHAa24h6.seq				150_H_6 184_G_10 389_B_3 457_E_6
	MHAa10g10.seq				139_D_7-f 303_G_5 391_D_7 406_B_2 430_H_7
	05.MMHAP70FLB2.seq				198_B_6 303_A_12
	MHAa35c6.seq				200_C_12 322_A_9 411_A_6 455_A_1
	21.MHAa93f9.seq				133_A_7 138_C_11 165_E_11 167_A_9 281_D_2 328_B_7 384_B_3 403_G_3 403_H_3 418_F_5 435_F_7 440_B_12 461_D_4
	X86368				114_B_9-f 138_H_12 141_H_8 149_F_5 360_F_5 410_A_9 445_G_3 456_B_2
	13.MMHAP94FLE1.seq				119_D_9 167_F_8 240_E_6 240_G_1 395_E_8 411_F_12
	08.MMHAP82FLC2.seq				379_E_10
	MHAa67f1.seq				110_C_7
	37.MMHAP31FLE4.seq				117_A_5 121_D_3 173_E_4 188_H_12 281_F_10 310_E_4 343_E_5 382_E_10 417_D_3
	22.MHAa77b10.seq				153_A_10 179_F_5 320_F_10 330_H_2 406_F_8 408_D_5 447_H_12 464_B_1
	21.MMHAP63FLG3.seq				150_D_11 299_C_6 330_A_7 437_E_8
	30.MMHAP29FLB6.seq				212_A_6
	45.MHAa91h9.seq				128_F_9 319_D_3 331_H_4 389_A_2 419_G_9 421_A_2 425_A_8 431_E_10
	06.MMHAP91FLB3.seq				183_E_4 342_C_1
	41.MMHAP14FLF5.seq				135_G_11 147_B_12 403_D_12
	12.MMHAP65FLD3.seq				293_A_4 430_G_8
	D17856				113_D_1 132_A_11 181_D_11 342_H_12 349_B_9
	23.MMHAP9FRH8.seq				167_E_12 302_D_2
